en,zh,note_zh,user
produce,v. 生產,"v.生产；引起；提出；制片；分娩<br>n.产品；农产品<br><br><i>1</i>. This tree <em><em>produce</em></em>s rubber.<br>这些树生产橡胶。<br><i>2</i>. It is certain that we shall <em><em>produce</em></em> this kind of engine.<br>毫无疑问,我们将生产这种发动机。<br><i>3</i>. The plain weave is comparatively inexpensive to <em><em>produce</em></em>.<br>相对来说,平纹组织的生产成本较低。<br><i>4</i>. His announcement <em><em>produce</em></em>d gasps of amazement.<br>他宣布的消息引起了一片惊叹声。<br><i>5</i>. This shop sells native <em><em>produce</em></em>.<br>这家商店出售土特产品。<br>",yuhui
based on ,依據,"以 ... 为基础； 基于<br><br><i>1</i>. The caste refers to social system <em><em>based on</em></em> rigid distinctions of birth, rank, wealth, etc.<br>社会等级是指按照血统，阶级，财富等严格区分的社会制度。<br><i>2</i>. His arguments sound convincing but they're <em><em>based on</em></em> delusion.<br>他的论据听起来似乎有理，但根本上是欺骗性的。<br><i>3</i>. The monetary system of some countries used to be <em><em>based on</em></em> gold.<br>过去有些国家的货币制度是金本位制的。<br><i>4</i>. Communism is <em><em>based on</em></em> Marxism.<br>共产主义是以马克思主义为基础。<br>",yuhui
deliberately,故意的,"adv.故意地；不慌不忙地<br><br><i>1</i>. You have <em><em>deliberately</em></em> acted against my wishes.<br>你故意和我的想法对著干。<br><i>2</i>. He's being <em><em>deliberately</em></em> obtuse.<br>他装糊涂。<br><i>3</i>. She had <em><em>deliberately</em></em> shifted our relations.<br>她故意地改变了我们的关系。<br><i>4</i>. She continued <em><em>deliberately</em></em> to toss the books severally upon the floor.<br>她继续不紧不慢把书一本一本地往地上扔。<br>",yuhui
suicide,自殺,"n.自杀；自杀者；自取灭亡的行为<br>adj.自杀性的<br><br><i>1</i>. For one reason or another, she committed <em><em>suicide</em></em>.<br>不知什么原因，她自杀了。<br><i>2</i>. The police suspect foul play rather than <em><em>suicide</em></em>.<br>警方怀疑是谋杀不是自杀。<br><i>3</i>. He attempted <em><em>suicide</em></em> after his firm had gone bankrupt.<br>他在公司破产后曾试图自杀。<br><i>4</i>. He pulled a would-be <em><em>suicide</em></em> out of a river.<br>他将一位自杀未遂者从河里拖上来。<br><i>5</i>. She pretended not to have known the <em><em>suicide</em></em> bomber.<br>她假装不认识那名自杀式炸弹袭击者。<br>",yuhui
wizard,n. 男巫,"n.【C】男巫；术士；鬼才<br><br><i>1</i>. That's a fairy story about a <em><em>wizard</em></em>.<br>那是讲一个男巫的童话。<br><i>2</i>. The <em><em>wizard</em></em> uttered a spell against the wicked king.<br>男巫对作恶多端的国王念咒法。<br><i>3</i>. Some fools think a Wizard's army is slow on the battlefield.<br>有些笨蛋认为术士的部队行动太慢。<br><i>4</i>. As far as I know,I'm the only openly practicing professional <em><em>wizard</em></em> in the country.<br>据我所知，我是这个国家唯一一个公开的专业的术士。<br>",yuhui
witch,n. 女巫,"n.女巫；巫婆<br>vt.施巫术<br>vi.用神杖发现地下水源或矿物<br><br><i>1</i>. The wedding was in full swing when the <em><em>witch</em></em> came in.<br>当女巫进来时婚礼正进行得热闹。<br><i>2</i>. The <em><em>witch</em></em> put the princess under a spell, and she fell asleep for ten years.<br>这女巫使公主中了巫术，沉睡了十年。<br><i>3</i>. The <em><em>witch</em></em> charmed the prince.<br>女巫对王子施了魔法。<br><i>4</i>. The <em><em>witch</em></em> turned the princess into a swan.<br>巫婆把公主变成了一只天鹅。<br><i>5</i>. The little princess was withced.<br>小公主被施了巫术。<br>",yuhui
infant,n. 嬰兒,"n.婴儿；幼儿<br>adj.婴儿的；初期的；幼稚的<br><br><i>1</i>. She gazed at the newborn <em><em>infant</em></em> and smiled.<br>她望着这个初生的婴儿笑了。<br><i>2</i>. My sister's <em><em>infant</em></em> is very lovely.<br>我姐姐的小婴儿非常可爱。<br><i>3</i>. A 35-day-old male <em><em>infant</em></em> was scheduled for bilateral inguinal herniorrhaphy.<br>摘要一个三十五天大的幼儿接受二沟腹股沟疝气门诊手术。<br><i>4</i>. Infant family education is an important education environment which can't be irreplaceable by preschool education and social education.<br>幼儿家庭教育是幼儿园教育和社会教育所不能替代的重要教育环境。<br><i>5</i>. Infant mortality is still very high in some developing countries.<br>某些发展中国家的婴儿死亡率仍然很高。<br>",yuhui
unharmed,adj 沒有受到傷害,adj.没有受伤的；无恙的<br><br><i>1</i>. The passengers were badly shocked but <em><em>unharmed</em></em>.<br>乘客们受了很大的惊吓，但并未受伤。<br><i>2</i>. Steve and I managed to escape <em><em>unharmed</em></em>.<br>我和史蒂夫设法平安逃走了。<br><i>3</i>. They were all released <em><em>unharmed</em></em>.<br>最后他们全部被安全的释放。<br>,yuhui
forehead,n. 額頭,"n.前额；前部<br><br><i>1</i>. She lightly touched his <em><em>forehead</em></em>.<br>她轻轻地摸了摸他的前额。<br><i>2</i>. The horse has a splash of white on its <em><em>forehead</em></em>.<br>这匹马的前额上有一块白斑。<br><i>3</i>. The <em><em>forehead</em></em> is small and narrow, assumes the triangle slightly, the top of the head front part is smooth, on behind skin scale fine grain shape.<br>头部窄小，略呈三角形，头顶前部平滑，头后部皮肤上秤细粒颗状。<br>",yuhui
scar,n. 疤痕,"n.疤痕；伤痕；断崖<br>v.结疤；痊愈<br><br><i>1</i>. He has a <em><em>scar</em></em> running across his left cheek.<br>他左脸上有一道很长的疤痕。<br><i>2</i>. The <em><em>scar</em></em> flawed her beauty.<br>这伤疤损害了她的美貌。<br><i>3</i>. The cut in her hand has healed completely, without leaving a <em><em>scar</em></em>.<br>她手上的刀伤完全愈合了,没有留下一点伤痕。<br><i>4</i>. In that heart, where there had been a wound, there was a <em><em>scar</em></em>.<br>在他的心上，从前有过一条伤口，后来只剩下一条伤痕。<br><i>5</i>. The wound gradually <em><em>scar</em></em>red over.<br>伤口渐渐愈合。<br>",yuhui
well-known,adj. 出名,"adj.出名的；众所周知的<br><br><i>1</i>. He is little known as an artist.<br>他是个不出名的艺术家。<br><i>2</i>. Our silks are known for good quality.<br>我们的丝绸是以质量出名的。<br><i>3</i>. His championship of women's rights is well known.<br>他提倡女权是众所周知的。<br><i>4</i>. Auroras are known to have many shapes and colors.<br>众所周知的是极光有许多形状和颜色。<br>",yuhui
destined,被注定 = fated,"adj. 命中注定的； 去往 ... 的<br>destine的过去式和过去分词<br><br><i>1</i>. He is only beginning to realize the role he is <em><em>destined</em></em> to play in the great saga.<br>他刚开始认识到他在这伟大的冒险故事里所扮演的角色是命中注定的。<br><i>2</i>. If all things have being <em><em>destined</em></em>, then is that mean sometimes the destiny depends on a particular time?<br>如果命运是命中注定的，是不是说某些时候命运是随某个特定时代而定的？<br>",yuhui
destiny,n. 命運,"n.命运<br><br><i>1</i>. Destiny is sometimes cruel.<br>命运有时是残酷的。<br><i>2</i>. Your <em><em>destiny</em></em> is interwoven with mine.<br>你的命运已和我的命运结合在一起了。<br><i>3</i>. Some people believe that the Fates preside over man's <em><em>destiny</em></em>.<br>有些人相信，命运之神支配人类的命运。<br>",yuhui
horrible,adj 可怕的,adj.可怕的；令人毛骨悚然的；令人讨厌的<br><br><i>1</i>. His heart sickened at the thought of that <em><em>horrible</em></em> scene.<br>他一想到那种可怕的情景就感到恶心。<br><i>2</i>. Everything is in a <em><em>horrible</em></em> muddle.<br>一切都陷入可怕的混乱。<br><i>3</i>. The sight of the battlefield was <em><em>horrible</em></em>.<br>战场的情景令人毛骨悚然。<br><i>4</i>. Dense fog is always <em><em>horrible</em></em> to the driver.<br>对于路上的司机浓雾总是很讨厌的。<br>,yuhui
mischievous,adj. 頑皮,"adj.调皮的；恶作剧的；有害的<br><br><i>1</i>. The little boy is as <em><em>mischievous</em></em> as a monkey.<br>这个小男孩像猴子一样调皮。<br><i>2</i>. She yelled out at her <em><em>mischievous</em></em> child.<br>她对她淘气的孩子大喊大叫。<br><i>3</i>. The thought sent a <em><em>mischievous</em></em> little smile to her lips.<br>一想到这个念头，她的嘴角浮现一丝恶作剧般的微笑。<br><i>4</i>. Not only is it a mistaken belief, it is a <em><em>mischievous</em></em> one.<br>它不仅是一个错误的观点，而且也是一个有害的观点。<br>",yuhui
mistreat,虐待,v.虐待<br><br><i>1</i>. It is against the law to <em><em>mistreat</em></em> an animal.<br>虐待动物是违法行为。<br>,yuhui
mean,惡毒,"v.意思是；打算；导致；意味<br>adj.低劣的；刻薄的；卑鄙的；出色的；吝啬的；平均的；中等的<br>n.平均值；平均数；中间；中庸<br><br><i>1</i>. What does this word <em><em>mean</em></em>?<br>这个单词是什么意思？<br><i>2</i>. I <em><em>mean</em></em> that's his own decision to resign or not.<br>我的意思是说辞不辞职是他自己的决定。<br><i>3</i>. I <em><em>mean</em></em> to call on you tomorrow.<br>我打算明天看望你。<br><i>4</i>. His father <em><em>mean</em></em>t him to be an engineer.<br>他父亲打算让他当工程师。<br><i>5</i>. Don't be so <em><em>mean</em></em> to your little brother!<br>别对你弟弟那麽刻薄！<br><i>6</i>. It is an estimate of the <em><em>mean</em></em> of the population.<br>这是对人口平均数的一个估计。<br>",yuhui
manage,能夠，管理,"v.管理；经营；做成；设法对付；提供；有空<br><br><i>1</i>. He <em><em>manage</em></em>d the company when his father was away.<br>他父亲离开的时候,由他管理公司。<br><i>2</i>. The success of the restaurant lies in that it is well <em><em>manage</em></em>d.<br>这个餐厅的成功在于它的完善经营。<br><i>3</i>. I shall be able to <em><em>manage</em></em> it without help.<br>我一个人能行。<br><i>4</i>. His wife knows how to <em><em>manage</em></em> him when he is angry.<br>他的妻子知道在他生气时怎么对付他。<br>",yuhui
spoil,v.破壞,v.宠坏；溺爱；破坏；腐坏；使索然无味<br>n.战利品；奖品<br><br><i>1</i>. A fond mother may <em><em>spoil</em></em> her child.<br>溺爱的母亲可能会宠坏她的孩子。<br><i>2</i>. The child was <em><em>spoil</em></em>t by his grandfather.<br>这个孩子被他的爷爷给惯坏了。<br><i>3</i>. The children kept quarreling and <em><em>spoil</em></em>ed our holiday.<br>孩子们不断吵架，破坏了我们的假期。<br><i>4</i>. He had <em><em>spoil</em></em>ed the soup by putting in too much salt.<br>他往汤里放盐太多，把汤给糟蹋了。<br><i>5</i>. The invaders made <em><em>spoil</em></em> of all in their way.<br>侵略者所到之处无不洗劫一空。<br>,yuhui
otherwise,不然;否則,"adv.否则；不同地；在不同方面<br>adj.不同的<br><br><i>1</i>. Seize the chance, <em><em>otherwise</em></em> you'll regret it.<br>抓住这个机会，否则你会后悔的。<br><i>2</i>. He should have been working, but he was <em><em>otherwise</em></em> engaged.<br>他应该在工作,可他却干别的事。<br><i>3</i>. She is not very clever, but <em><em>otherwise</em></em> she's a nice girl.<br>她并不聪明，但在其他方面，她倒是个好姑娘。<br><i>4</i>. The truth is quite <em><em>otherwise</em></em>.<br>实情大有出入。<br>",yuhui
compared to,比較,"与 ... 相比<br><br><i>1</i>. Teachers are often <em><em>compared to</em></em> burning candles.<br>人们总是把老师比喻为燃烧的蜡烛。<br><i>2</i>. Life is poetically <em><em>compared to</em></em> the morning dew.<br>在诗歌中，人生被比喻为朝露。<br><i>3</i>. Sure, heavy-duty vests are expensive. But cost has got to be secondary <em><em>compared to</em></em> the lives of the uniformed men and women who put everything on the line everyday to protect law-abiding citizens.<br>当然，加强型[防弹]背心价钱昂贵。但是，与穿制服的阿哥阿姐们的性命相较&#8212;&#8212;他们的置一切于不顾日日保护守法的市民&#8212;&#8212;这笔费用应属次要了。<br><i>4</i>. The bank offered to lend us$5000 but it's chickenfeed <em><em>compared to</em></em> what we need.<br>银行提出给我们五千美元贷款，但这笔钱与我们所需要的数目相比是杯水车薪。<br>",yuhui
within,之內,"prep.在(某段时间、距离或范围)内；在…里面<br>adv.在…里面<br>n.内部<br><br><i>1</i>. I'll be coming <em><em>within</em></em> an hour.<br>一小时之内我就会到。<br><i>2</i>. No fishing is allowed <em><em>within</em></em> a twenty mile limit.<br>二十英里范围内不准垂钓。<br><i>3</i>. This is a task well <em><em>within</em></em> your ability.<br>这完全是你力所能及的工作。<br><i>4</i>. Several cars are available <em><em>within</em></em> this price range.<br>在这个价格范围内，有好几种汽车可供选购。<br><i>5</i>. He decorated his house <em><em>within</em></em> and without.<br>他装修房屋的里面和外面。<br><i>6</i>. Seen from <em><em>within</em></em>, the cave looks larger.<br>从内部看这山洞显得比较大些。<br>",yuhui
orphan,n 孤兒,"n.孤儿<br>adj.孤儿的<br>vt.成孤儿<br><br><i>1</i>. The <em><em>orphan</em></em> was consigned to her uncle's care.<br>那孤儿托给她叔父照料。<br><i>2</i>. The boy became an <em><em>orphan</em></em> at six.<br>那男孩六岁时成了孤儿。<br><i>3</i>. Some <em><em>orphan</em></em> crops cannot be grown from seeds.<br>有些孤儿作物无法从种子生长起来。<br><i>4</i>. The old lady took pity on the <em><em>orphan</em></em> kittens.<br>这老妇人觉得失去母猫的小猫可怜而把它们收容了下来。<br><i>5</i>. She was <em><em>orphan</em></em>ed at the age of ten.<br>她在十岁时成为孤儿。<br>",yuhui
